source,title,description,text,label
CryptoPotato,"Banking Sector Wary of Crypto After Silvergate, Signature Closures",A wave of crypto firms are searching for a home after major US banking partners fell apart this month – but finding new banking partners is proving difficult.\xa0,"Source: CryptoPotato Title: Banking Sector Wary of Crypto After Silvergate, Signature Closures Description: A wave of crypto firms are searching for a home after major US banking partners fell apart this month – but finding new banking partners is proving difficult.\xa0",0
CoinTelegraph,Analysts debate the ETH price outcomes of Ethereum’s upcoming Shapella upgrade,The first three to five weeks after Ethereum’s upcoming Shapella upgrade will likely see an uptick in selling from unstaked deposits.,Source: CoinTelegraph Title: Analysts debate the ETH price outcomes of Ethereum’s upcoming Shapella upgrade Description: The first three to five weeks after Ethereum’s upcoming Shapella upgrade will likely see an uptick in selling from unstaked deposits.,1
CoinTelegraph,Bitcoin touches $29K! Why BTC is unaffected by regulatory pressure,"Join us as we discuss the significance of Bitcoin reaching $29,000 and why it seems to be unaffected by all the regulatory pressure and collapsing banks.","Source: CoinTelegraph Title: Bitcoin touches $29K! Why BTC is unaffected by regulatory pressure Description: Join us as we discuss the significance of Bitcoin reaching $29,000 and why it seems to be unaffected by all the regulatory pressure and collapsing banks.",1
CoinTelegraph,Japan plans to form expert panel to explore digital yen: Report,The ministry’s panel will reportedly focus on developing a framework for a central bank digital currency based on a technical study carried out by the Bank of Japan over the past two years.,Source: CoinTelegraph Title: Japan plans to form expert panel to explore digital yen: Report Description: The ministry’s panel will reportedly focus on developing a framework for a central bank digital currency based on a technical study carried out by the Bank of Japan over the past two years.,0
CoinTelegraph,3 reasons why Bitcoin bulls are well positioned to profit from this week’s $4.2B options expiry,"$4.2 billion in BTC options expire on March 31, and despite weeks of harsh regulatory action against the crypto sector, bulls are well positioned to profit.","Source: CoinTelegraph Title: 3 reasons why Bitcoin bulls are well positioned to profit from this week’s $4.2B options expiry Description: $4.2 billion in BTC options expire on March 31, and despite weeks of harsh regulatory action against the crypto sector, bulls are well positioned to profit.",1
CryptoPotato,Big Short’s Michael Burry Says He “Was Wrong to Say Sell”,The man who predicted the 2008 financial crisis is no longer bearish on the broader market.\xa0,Source: CryptoPotato Title: Big Short’s Michael Burry Says He “Was Wrong to Say Sell” Description: The man who predicted the 2008 financial crisis is no longer bearish on the broader market.\xa0,0
CoinTelegraph,Gnosis launches Hashi bridge aggregator to help prevent hacks,"Bridge protocols LayerZero, Celer, Wormhole, LiFi, and others have already committed to implementing the new protocol.","Source: CoinTelegraph Title: Gnosis launches Hashi bridge aggregator to help prevent hacks Description: Bridge protocols LayerZero, Celer, Wormhole, LiFi, and others have already committed to implementing the new protocol.",0
CryptoPotato,SBF to Enter Not Guilty Plea to Campaign Financing and China Bribery Charges: Report,Sam Bankman-Fried is reportedly planning to plead not guilty to a new 13-count indictment leveled against him by US prosecutors. ,Source: CryptoPotato Title: SBF to Enter Not Guilty Plea to Campaign Financing and China Bribery Charges: Report Description: Sam Bankman-Fried is reportedly planning to plead not guilty to a new 13-count indictment leveled against him by US prosecutors. ,0
CryptoNews,Dogecoin Price Prediction as Burger King Say They 'Need Doge' on Twitter \x93 What's Going On?,"The largest meme coin DOGE is remarkably stable on Thursday after a failed attempt on Wednesday to flip resistance at $0.0771. Dogecoin price is trading 1.3% lower on the day, with $371 million in trading...","Source: CryptoNews Title: Dogecoin Price Prediction as Burger King Say They 'Need Doge' on Twitter \x93 What's Going On? Description: The largest meme coin DOGE is remarkably stable on Thursday after a failed attempt on Wednesday to flip resistance at $0.0771. Dogecoin price is trading 1.3% lower on the day, with $371 million in trading...",0
CoinTelegraph,"Bitcoin profits are taxable in certain cases, says Denmark's supreme court",The country's supreme court released two decisions for cases in which different crypto users gained profits from sales of BTC “made for the purpose of speculation” and mining.,"Source: CoinTelegraph Title: Bitcoin profits are taxable in certain cases, says Denmark's supreme court Description: The country's supreme court released two decisions for cases in which different crypto users gained profits from sales of BTC “made for the purpose of speculation” and mining.",0
CryptoNews,Binance Sees $2.2 Billion Outflows Following CFTC Lawsuit \x93 Should the Crypto Industry be Worried?,Binance has seen a whopping $2.2 billion in outflows after news broke that it has been sued in the US by the CFTC.,Source: CryptoNews Title: Binance Sees $2.2 Billion Outflows Following CFTC Lawsuit \x93 Should the Crypto Industry be Worried? Description: Binance has seen a whopping $2.2 billion in outflows after news broke that it has been sued in the US by the CFTC.,1
CoinTelegraph,Challenger banks vs. crypto institutions: The battle for the future of finance,"Will DeFi and crypto overthrow traditional banks, or is there a middle ground?","Source: CoinTelegraph Title: Challenger banks vs. crypto institutions: The battle for the future of finance Description: Will DeFi and crypto overthrow traditional banks, or is there a middle ground?",0
CryptoNews,"Today in Crypto: Malware Disguised as Tor Used to Steal $400,000 in Crypto in 2023, Telegram Premium Can be Purchased with TON, Boerse Stuttgart Digital Licensed by BaFin for Crypto Custody Business","Get your daily, bite-sized digest of cryptoasset and blockchain-related news.","Source: CryptoNews Title: Today in Crypto: Malware Disguised as Tor Used to Steal $400,000 in Crypto in 2023, Telegram Premium Can be Purchased with TON, Boerse Stuttgart Digital Licensed by BaFin for Crypto Custody Business Description: Get your daily, bite-sized digest of cryptoasset and blockchain-related news.",0
CryptoNews,US or South Korea: Terraform Labs Co-Founder Do Kwon Extradition Fate to Be Decided by Judge,"A judge will decide whether Do Kwon will be extradited to the United States or South Korea, Montenegro's justice minister, Marko Kovac, said.","Source: CryptoNews Title: US or South Korea: Terraform Labs Co-Founder Do Kwon Extradition Fate to Be Decided by Judge Description: A judge will decide whether Do Kwon will be extradited to the United States or South Korea, Montenegro's justice minister, Marko Kovac, said.",1
CoinTelegraph,Cointelegraph Markets Pro’s 390% gain dwarves Bitcoin’s 33% rise,"Cointelegraph Markets Pro alerts beat the market once again, providing seven trading opportunities based on four different asset indicators.","Source: CoinTelegraph Title: Cointelegraph Markets Pro’s 390% gain dwarves Bitcoin’s 33% rise Description: Cointelegraph Markets Pro alerts beat the market once again, providing seven trading opportunities based on four different asset indicators.",1
CoinTelegraph,Indonesian government looks to NFTs to preserve cultural heritage,The Deputy of Indonesia’s Ministry of Tourism and Creative Economy explains how NFTs and cryptocurrency can help solve social and economic challenges within Indonesia.,Source: CoinTelegraph Title: Indonesian government looks to NFTs to preserve cultural heritage Description: The Deputy of Indonesia’s Ministry of Tourism and Creative Economy explains how NFTs and cryptocurrency can help solve social and economic challenges within Indonesia.,1
CoinTelegraph,AI makes the Metaverse safer and more inclusive: Sandbox co-founder,Artificial intelligence continues to be more pervasive in emerging technologies and according to the Sandbox co-founder will make digital spaces more inclusive places.,Source: CoinTelegraph Title: AI makes the Metaverse safer and more inclusive: Sandbox co-founder Description: Artificial intelligence continues to be more pervasive in emerging technologies and according to the Sandbox co-founder will make digital spaces more inclusive places.,1
CryptoPotato,Injective Unveils First-Ever Solana Rollup for Cosmos,Injective had recently integrated with Wormhole which made it the first chain in the Cosmos ecosystem to support Solana assets.,Source: CryptoPotato Title: Injective Unveils First-Ever Solana Rollup for Cosmos Description: Injective had recently integrated with Wormhole which made it the first chain in the Cosmos ecosystem to support Solana assets.,1
CoinTelegraph,Injective launches layer-2 testnet for Solana-based apps in Cosmos,The new testnet is one of the few networks that uses Solana’s Sea Level Virtual Machine (SVM).,Source: CoinTelegraph Title: Injective launches layer-2 testnet for Solana-based apps in Cosmos Description: The new testnet is one of the few networks that uses Solana’s Sea Level Virtual Machine (SVM).,1
CryptoNews,Mask Network Price Prediction as MASK Blasts Up 30% in 7 Days \x93 Next Big Crypto to Explode?,"The price of Mask Network (MASK) has dropped by 6% in the past 24 hours, although at $6.42 it remains up by nearly 30% in the last seven days.","Source: CryptoNews Title: Mask Network Price Prediction as MASK Blasts Up 30% in 7 Days \x93 Next Big Crypto to Explode? Description: The price of Mask Network (MASK) has dropped by 6% in the past 24 hours, although at $6.42 it remains up by nearly 30% in the last seven days.",0
